42.071552	1.111695
44.501632	5.017119
46.503552	7.612692
48.596992	5.823907
51.036672	6.246721
53.037632	6.093075
55.047232	5.561306
57.529792	6.138824
59.533952	7.097238
62.040512	5.674710
64.046592	7.090445
66.051072	6.082375
68.502912	5.386975
70.504832	6.090153
72.513152	6.576641
74.520192	6.074617
76.524352	6.590292
79.024192	5.283538
81.032832	6.575593
83.037632	6.588188
85.041792	5.576401
87.510592	5.761504
89.519872	6.067845
91.521152	6.599776
93.522112	6.600832
95.522432	6.095025
98.025472	5.276783
100.029952	6.589240
102.030592	6.601887
104.031552	5.585319
106.037632	6.583985
108.040832	6.086262
110.513472	5.341659
112.517952	6.589240
115.023232	5.677609
117.028672	7.092708
119.031552	6.087234
121.036672	6.080434
123.509632	5.340968
125.515392	6.078494
127.518272	7.101773
129.519872	6.091127
131.521152	6.092101
133.524992	6.084318
136.024512	5.284215
138.027712	6.593450
140.035072	6.073649
142.036992	6.597666
144.510912	5.338895
146.511232	6.095025
148.515712	6.589240
150.521472	6.585035
152.525952	6.082375
154.526912	6.093075
157.025152	5.286922
159.027072	6.597666
161.029312	6.089180
163.033152	6.591345
165.033472	5.587106
167.508032	5.748093
169.514432	6.582935
171.517312	5.579965
173.522752	7.092708
175.527552	6.081405
178.022272	5.294382
180.022912	6.094050
182.027392	7.096105
184.032512	5.573731
186.038272	6.585035
188.505472	5.353437
190.512512	6.074617
192.514432	6.597666
194.518592	6.590292
196.523712	6.080434
199.025472	5.279483
