41.600832	24.327600
43.602112	34.521906
45.606912	41.049481
47.610112	50.718850
49.615552	67.380724
51.617792	81.696500
53.620992	87.236422
55.626752	101.814773
57.652352	100.817536
59.659712	94.647696
61.662272	81.683445
63.664832	81.176095
65.664832	98.044000
67.667392	101.470118
69.673472	102.304993
71.674432	101.043499
73.680832	101.782297
75.702272	101.025012
77.708032	101.814773
79.708352	101.583747
81.714432	110.408359
83.715072	121.880998
85.716672	121.314948
87.718912	122.798466
89.721472	121.764142
91.723392	121.803069
93.727232	122.193389
95.734272	121.998565
97.751872	121.360032
99.752832	121.861506
101.762432	121.843153
103.765632	121.725240
105.774912	121.862558
107.781952	121.998565
109.786752	122.134876
111.801472	122.037802
113.805952	122.154374
115.807872	121.295556
117.813632	122.582961
119.813952	121.900496
121.820992	121.998565
123.822272	121.842021
125.823872	121.822542
127.828352	122.154374
129.828672	121.900496
131.832512	122.193389
133.852672	121.206241
135.861952	121.862558
137.864192	121.783602
139.866752	122.271492
141.867392	121.880998
143.873152	122.076420
145.876352	122.232428
147.881152	121.121309
149.883712	122.778843
151.900672	121.398540
153.902592	121.803069
155.902912	121.900496
157.907712	122.134876
159.911872	122.173878
161.912192	121.392577
163.918912	122.018019
165.921472	122.271492
167.926592	122.115385
169.927232	121.880998
171.930112	122.251957
173.937152	120.479911
175.942912	122.582961
177.952192	121.862558
179.957632	122.095899
181.959872	121.783602
183.962112	122.291034
185.962432	121.392577
187.968192	122.076420
189.970752	122.271492
191.971072	121.900496
193.971392	121.900496
195.976512	122.115385
197.979392	122.251957
199.980672	120.826671
