44.501312	12.981601
46.503552	14.715519
48.506752	38.546326
50.508992	50.743168
52.515392	68.361244
54.520512	71.445101
56.522112	58.880895
58.526912	62.841181
60.529152	60.891801
62.534272	61.311044
64.601152	59.479022
66.601792	60.940499
68.602432	60.940499
70.607872	61.301261
72.609472	60.911271
74.614272	61.320830
76.616192	60.901535
78.620992	61.320830
80.628352	61.242627
82.630272	60.901535
84.633152	61.379613
86.633472	60.442329
88.702912	59.896397
90.708352	61.301261
92.713472	60.804341
94.714432	61.438510
96.716032	60.911271
98.716992	60.930753
100.717952	61.438510
102.722432	60.823755
104.727552	61.311044
106.728192	60.432662
108.732992	61.827614
110.801472	59.433014
112.805632	60.833466
114.807232	60.911271
116.809792	61.389422
118.810432	60.940499
120.814912	60.823755
122.819392	60.823755
124.823232	61.350208
126.828672	61.301261
128.833152	61.330619
130.837632	61.330619
132.901312	59.571251
134.902272	60.930753
136.908992	60.755860
138.909952	60.930753
140.911232	61.428686
142.915392	61.340412
144.918272	61.379613
146.922432	60.833466
148.927872	60.794639
150.929472	61.418865
152.930432	60.930753
154.935232	61.320830
157.007552	59.322884
159.017152	61.174363
161.020032	61.379613
163.022272	61.399233
165.025792	60.852899
167.027392	60.911271
169.028032	60.940499
171.032512	61.330619
173.034432	60.901535
175.036032	60.911271
177.040832	61.320830
179.100992	59.673035
181.107072	61.281704
183.112832	61.291481
185.118592	60.784939
187.124352	61.798022
189.128512	60.833466
191.133312	61.320830
193.203072	59.396259
195.208192	61.311044
197.212352	61.340412
199.217152	60.814046
