42.477632	111.474625
46.043072	37.329474
48.102272	99.665890
50.112512	76.822668
52.117312	102.370311
54.122112	151.021548
56.124352	153.244366
58.129792	147.933621
60.132672	155.224477
62.132992	142.217245
64.134272	153.317877
66.135552	151.794851
68.138112	153.219879
70.140032	148.701247
72.142272	149.692345
74.145472	144.548722
76.152192	147.839260
78.152512	142.725164
80.153152	149.304223
82.156032	152.688129
84.156672	151.843410
86.159232	147.131671
88.159872	150.827735
90.165952	150.418727
92.169792	150.586873
94.170112	144.248920
96.173312	151.142173
98.175552	156.796388
100.180352	154.062251
102.180672	151.867701
104.184192	156.696215
106.187712	156.189107
108.189312	155.323741
110.192192	153.195399
112.197952	153.988513
114.204352	154.445774
116.208192	155.150112
118.213632	157.052816
120.216512	152.688129
122.220672	154.111448
124.226112	155.026328
126.227392	155.348577
128.227712	153.899376
130.232512	155.582602
132.238272	155.001595
134.239872	155.831335
136.242112	155.274093
138.245952	156.164165
140.246912	153.342396
142.247872	155.373421
144.251712	154.643085
146.252992	154.840902
148.255232	157.303820
150.258432	152.663738
152.262272	156.671191
154.269312	155.408960
156.271872	155.756632
158.276992	153.530961
160.277632	155.398273
162.281792	153.097557
164.284032	156.288956
166.286592	156.263982
168.290112	155.174892
170.293632	153.653570
172.296512	154.209938
174.298752	151.722071
176.300992	155.274093
178.301312	155.423132
180.304832	155.174892
182.310592	151.962348
184.316032	156.039572
186.317312	154.840902
188.318592	157.379277
190.320192	155.323741
192.325632	158.066060
194.328192	155.756632
196.331712	153.146462
198.338432	151.383352
